Data ItemWise Report for - Telangana,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68
,4.3.1.a,MTP up to 12 weeks of pregnancy,TOTAL,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,2,2,,,2,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,1,1,,0,1,3,3,,0,3
,4.3.1.b,MTP more than 12 weeks of pregnancy,TOTAL,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,2,2,,,2,1,1,,,1,0,0,,,0,0,0,,,0,0,0,,,0,1,1,,0,1,4,4,,0,4
,4.3.2.a,Post Abortion/ MTP Complications Identified,TOTAL,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,0,0,0,0,,0,0
,4.3.2.b,Post Abortion/ MTP Complications Treated,TOTAL,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,0,0,0,0,,0,0
,4.3.3,Number of women provided with post abortion/ MTP contraception,TOTAL,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,0,0,0,0,,0,0
,4.4.1,Number of newborns weighed at birth,TOTAL,593,378,215,,593,530,312,218,,530,596,372,224,,596,575,357,218,,575,734,483,251,0,734,742,517,225,0,742,1830,479,1351,,1830,613,391,222,,613,616,461,155,,616,537,336,201,,537,581,397,184,0,581,585,408,177,0,585,8532,4891,3641,0,8532
,4.4.2,Number of newborns having weight less than 2.5 kg,TOTAL,68,68,,,68,55,55,,,55,73,73,,,73,45,45,,,45,73,73,,0,73,54,54,,0,54,58,58,,,58,65,65,,10,55,70,70,,10,60,56,56,,,56,49,49,,0,49,28,28,,0,28,694,694,,20,674
,4.4.3,Number of Newborns breast fed within 1 hour of birth ,TOTAL,628,413,215,0,628,556,338,218,0,556,613,389,224,7,606,693,475,218,0,693,682,431,251,0,682,751,526,225,0,751,1783,432,1351,,1783,627,405,222,,627,608,453,155,,608,549,348,201,0,549,574,390,184,0,574,582,405,177,0,582,8646,5005,3641,7,8639
,5.1,"Number of cases of pregnant women with Obstetric Complications attended (Antepartum haemorrhage (APH), Post-Partum Hemorrhage (PPH), Sepsis, Eclampsia and others)",TOTAL,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,1,1,,,1,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,0,0,1,1,,0,1
,5.2,Number of Complicated pregnancies treated with Blood Transfusion,TOTAL,0,0,,,0,12,12,,,12,0,0,,,0,12,12,,,12,0,0,,,0,1,1,,,1,0,0,,,0,17,17,,,17,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,42,42,,,42
,6.1,Women receiving 1st post partum checkup within 48 hours of home delivery,TOTAL,140,140,,11,129,328,328,,17,311,234,234,,2,232,151,151,,0,151,316,316,,0,316,153,153,,0,153,214,214,,6,208,217,217,,5,212,353,353,,0,353,174,174,,1,173,202,202,,0,202,154,154,,0,154,2636,2636,,42,2594
,6.2,Women receiving 1st post partum checkup between 48 hours and 14 days,TOTAL,656,441,215,61,595,797,579,218,56,741,659,435,224,30,629,578,360,218,28,550,761,510,251,5,756,695,470,225,5,690,1895,544,1351,37,1858,703,481,222,34,669,628,473,155,30,598,781,580,201,57,724,719,535,184,44,675,618,441,177,52,566,9490,5849,3641,439,9051
,6.3,Number of mothers provided full course of 180 IFA tablets after delivery,TOTAL,287,287,,,287,354,354,,,354,220,220,,,220,280,280,,,280,548,548,,10,538,374,374,,0,374,624,624,,31,593,897,897,,185,712,772,772,,36,736,658,658,,31,627,759,759,,25,734,687,687,,0,687,6460,6460,,318,6142
,6.4,Number of mothers provided 360 Calcium tablets after delivery,TOTAL,221,221,,,221,211,211,,,211,192,192,,,192,201,201,,,201,373,373,,18,355,342,342,,0,342,374,374,,30,344,1075,1075,,360,715,1342,1342,,27,1315,770,770,,30,740,549,549,,24,525,883,883,,4,879,6533,6533,,493,6040
,7.1.1,New RTI/STI cases identified - Male,TOTAL,4,4,,,4,4,4,,,4,12,12,,,12,12,12,,,12,3,3,,,3,0,0,,,0,0,0,,,0,35,35,,,35,37,37,,,37,0,0,,,0,0,0,,,0,0,0,,0,0,107,107,,0,107
,7.1.2,New RTI/STI cases identified - Female,TOTAL,4,4,,,4,15,15,,,15,17,17,,,17,18,18,,,18,3,3,,,3,0,0,,,0,0,0,,,0,50,50,,,50,46,46,,,46,0,0,,,0,7,7,,,7,7,7,,0,7,167,167,,0,167
,7.2.1,RTI/STI for which treatment initiated - Male,TOTAL,12,12,,,12,2,2,,,2,6,6,,,6,12,12,,,12,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,2,2,,,2,0,0,,,0,0,0,,,0,0,0,,0,0,34,34,,0,34
,7.2.2,RTI/STI for which treatment initiated -Female,TOTAL,42,42,,,42,5,5,,,5,21,21,,,21,18,18,,,18,0,0,,,0,0,0,,,0,0,0,,,0,3,3,,,3,5,5,,,5,0,0,,,0,0,0,,,0,0,0,,0,0,94,94,,0,94
,8.1.1,Number of Non Scalpel Vasectomy (NSV) / Conventional Vasectomy conducted,TOTAL,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,651,651,,29,622,123,123,,29,94,29,29,,,29,0,0,,,0,29,29,,0,29,832,832,,58,774
,8.2.1,Number of Laparoscopic sterilizations (excluding post abortion) conducted,TOTAL,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,0,0,0,0,,0,0
,8.2.2,Number of Interval Mini-lap (other than post-partum and post abortion) sterilizations conducted,TOTAL,23,23,,,23,22,22,,,22,19,19,,,19,27,27,,,27,22,22,,,22,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,0,0,113,113,,0,113
,8.2.3,Number of Postpartum sterilizations (within 7 days of delivery by minilap or concurrent with caesarean section) conducted,TOTAL,36,36,,,36,17,17,,,17,5,5,,,5,15,15,,,15,26,26,,,26,29,29,,,29,34,34,,,34,20,20,,,20,11,11,,,11,18,18,,,18,20,20,,,20,10,10,,0,10,241,241,,0,241
,8.2.4,Number of Post Abortion sterilizations (within 7 days of spontaneous or surgical abortion) conducted,TOTAL,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,0,0,0,0,,0,0
,8.3,Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD),TOTAL,0,0,,,0,0,0,,,0,0,0,,,0,1,1,,,1,2,2,,2,0,9,9,,3,6,15,15,,,15,12,12,,,12,10,10,,,10,1,1,,,1,6,6,,0,6,3,3,,0,3,59,59,,5,54
,8.4,Number of Postpartum (within 48 hours of delivery) IUCD insertions,TOTAL,0,0,,,0,0,0,,,0,0,0,,,0,7,7,,5,2,0,0,,0,0,2,2,,0,2,2,2,,,2,12,12,,,12,12,12,,,12,8,8,,,8,2,2,,0,2,0,0,,0,0,45,45,,5,40
,8.5,Number of Post Abortion (within 12 days of spontaneous or surgical abortion) IUCD insertions,TOTAL,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,0,0,0,0,,0,0
,8.6,Number of IUCD Removals,TOTAL,2,2,,,2,2,2,,,2,0,0,,,0,1,1,,,1,0,0,,0,0,5,5,,0,5,4,4,,,4,2,2,,,2,0,0,,,0,2,2,,,2,0,0,,0,0,3,3,,0,3,21,21,,0,21
,8.7,Number of complications following IUCD Insertion,TOTAL,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,2,2,,0,2,0,0,,0,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,0,0,0,0,,0,0,2,2,,0,2
,8.8,Injectable Contraceptive-Antara Program- First Dose,TOTAL,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,4,4,,0,4,0,0,,0,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,0,0,0,0,,0,0,4,4,,0,4
,8.9,Injectable Contraceptive-Antara Program- Second Dose,TOTAL,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,8.1,Injectable Contraceptive-Antara Program- Third Dose,TOTAL,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,,0,2,2,,,2,0,0,,,0,0,0,,0,0,0,0,,0,0,2,2,,0,2
,8.11,Injectable Contraceptive-Antara Program- Fourth or more than fourth,TOTAL,0,0,,,0,0,0,,,0,0,0,,,0,13,13,,,13,0,0,,0,0,0,0,,0,0,0,0,,,0,21,21,,,21,5,5,,,5,0,0,,,0,13,13,,0,13,0,0,,0,0,52,52,,0,52
,8.12,Number of Combined Oral Pill cycles distributed,TOTAL,521,521,,4,517,527,527,,18,509,524,524,,20,504,611,611,,19,592,1033,1033,,49,984,800,800,,21,779,682,682,,32,650,713,713,,26,687,772,772,,22,750,754,754,,13,741,665,665,,0,665,712,712,,5,707,8314,8314,,229,8085
,8.13,Number of Condom pieces distributed,TOTAL,1019,1019,,67,952,1083,1083,,45,1038,1235,1235,,30,1205,1359,1359,,41,1318,1765,1765,,46,1719,2703,2703,,34,2669,1538,1538,,47,1491,2818,2818,,48,2770,1739,1739,,34,1705,1784,1784,,14,1770,1579,1579,,0,1579,1594,1594,,20,1574,20216,20216,,426,19790
,8.14,Number of Centchroman (weekly) pill strips distributed,TOTAL,5,5,,,5,33,33,,,33,16,16,,,16,8,8,,,8,0,0,,0,0,4,4,,0,4,69,69,,,69,12,12,,,12,10,10,,,10,12,12,,,12,6,6,,0,6,0,0,,0,0,175,175,,0,175
,8.15,Number of Emergency Contraceptive Pills (ECP) given,TOTAL,5,5,,,5,5,5,,,5,5,5,,,5,0,0,,,0,29,29,,0,29,3,3,,0,3,41,41,,,41,25,25,,,25,25,25,,,25,3,3,,,3,85,85,,9,76,215,215,,0,215,441,441,,9,432
,8.16,Number of Pregnancy Test Kits (PTK) used,TOTAL,285,285,,,285,295,295,,,295,209,209,,,209,309,309,,,309,414,414,,37,377,823,823,,31,792,281,281,,30,251,533,533,,3,530,622,622,,1,621,554,554,,6,548,646,646,,4,642,698,698,,11,687,5669,5669,,123,5546
,8.17.1,Complications following male sterilization,TOTAL,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,8.17.2,Complications following female sterilization,TOTAL,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,8.17.3,Failures following male sterilization,TOTAL,1,1,,,1,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,0,0,1,1,,0,1
,8.17.4,Failures following female sterilization,TOTAL,1,1,,,1,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,0,0,1,1,,0,1
,8.17.5,Deaths following male sterilization,TOTAL,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,0,0,0,0,,0,0
,8.17.6,Deaths following female sterilization,TOTAL,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,0,0,0,0,,0,0
,9.1.1,Child immunisation - Vitamin K1 (Birth Dose),TOTAL,207,207,,,207,259,259,,,259,356,356,,,356,314,314,,,314,371,371,,6,365,487,487,,0,487,381,381,,,381,327,327,,,327,543,543,,,543,382,382,,,382,408,408,,0,408,409,409,,1,408,4444,4444,,7,4437
,9.1.2,Child immunisation - BCG,TOTAL,555,555,,56,499,576,576,,61,515,693,693,,58,635,840,840,,55,785,762,762,,23,739,684,684,,10,674,681,681,,51,630,625,625,,70,555,732,732,,55,677,691,691,,72,619,754,754,,57,697,762,762,,58,704,8355,8355,,626,7729
,9.1.3,Child immunisation - DPT1,TOTAL,15,15,,,15,1,1,,,1,18,18,,,18,10,10,,,10,126,126,,0,126,2,2,,0,2,61,61,,,61,30,30,,,30,15,15,,,15,30,30,,,30,39,39,,0,39,35,35,,0,35,382,382,,0,382
,9.1.4,Child immunisation - DPT2,TOTAL,17,17,,,17,5,5,,,5,12,12,,,12,9,9,,,9,12,12,,0,12,6,6,,0,6,50,50,,,50,32,32,,,32,14,14,,,14,6,6,,,6,36,36,,0,36,22,22,,0,22,221,221,,0,221
,9.1.5,Child immunisation - DPT3,TOTAL,12,12,,,12,28,28,,,28,18,18,,,18,13,13,,,13,7,7,,0,7,41,41,,0,41,52,52,,,52,34,34,,,34,17,17,,,17,2,2,,,2,34,34,,0,34,25,25,,0,25,283,283,,0,283
,9.1.6,Child immunisation - Pentavalent 1,TOTAL,736,736,,78,658,774,774,,76,698,832,832,,77,755,907,907,,78,829,779,779,,7,772,764,764,,22,742,913,913,,76,837,921,921,,70,851,843,843,,76,767,911,911,,72,839,912,912,,81,831,885,885,,81,804,10177,10177,,794,9383
,9.1.7,Child immunisation - Pentavalent 2,TOTAL,781,781,,79,702,783,783,,82,701,784,784,,77,707,873,873,,80,793,702,702,,10,692,719,719,,18,701,929,929,,81,848,969,969,,74,895,867,867,,76,791,918,918,,71,847,997,997,,82,915,955,955,,83,872,10277,10277,,813,9464
,9.1.8,Child immunisation - Pentavalent 3,TOTAL,797,797,,85,712,784,784,,82,702,765,765,,78,687,805,805,,78,727,689,689,,13,676,741,741,,20,721,853,853,,82,771,912,912,,79,833,961,961,,75,886,936,936,,72,864,984,984,,80,904,961,961,,84,877,10188,10188,,828,9360
,9.1.9,Child immunisation - OPV 0 (Birth Dose),TOTAL,507,507,,56,451,512,512,,61,451,622,622,,58,564,791,791,,55,736,672,672,,18,654,641,641,,5,636,543,543,,51,492,584,584,,70,514,769,769,,49,720,691,691,,72,619,771,771,,57,714,723,723,,58,665,7826,7826,,610,7216
,9.1.10,Child immunisation - OPV1,TOTAL,767,767,,78,689,766,766,,76,690,860,860,,77,783,917,917,,78,839,770,770,,11,759,780,780,,22,758,845,845,,76,769,879,879,,70,809,832,832,,76,756,868,868,,72,796,913,913,,81,832,888,888,,81,807,10085,10085,,798,9287
,9.1.11,Child immunisation - OPV2,TOTAL,772,772,,79,693,743,743,,82,661,782,782,,77,705,871,871,,80,791,696,696,,10,686,719,719,,18,701,905,905,,81,824,958,958,,74,884,859,859,,76,783,908,908,,71,837,989,989,,82,907,946,946,,83,863,10148,10148,,813,9335
,9.1.12,Child immunisation - OPV3,TOTAL,821,821,,85,736,773,773,,82,691,881,881,,78,803,828,828,,78,750,696,696,,15,681,733,733,,20,713,863,863,,82,781,898,898,,79,819,928,928,,75,853,925,925,,72,853,981,981,,80,901,956,956,,84,872,10283,10283,,830,9453
,9.1.13,Child immunisation - Hepatitis-B0 (Birth Dose),TOTAL,370,370,,56,314,291,291,,62,229,335,335,,58,277,542,542,,55,487,482,482,,16,466,571,571,,5,566,487,487,,51,436,458,458,,70,388,672,672,,49,623,619,619,,72,547,609,609,,3,606,593,593,,9,584,6029,6029,,506,5523
,9.1.14,Child immunisation - Hepatitis-B1,TOTAL,0,0,,,0,2,2,,,2,0,0,,,0,9,9,,,9,0,0,,0,0,0,0,,0,0,30,30,,,30,22,22,,,22,12,12,,,12,7,7,,,7,39,39,,0,39,10,10,,0,10,131,131,,0,131
,9.1.15,Child immunisation - Hepatitis-B2,TOTAL,0,0,,,0,0,0,,,0,0,0,,,0,10,10,,,10,0,0,,0,0,0,0,,0,0,38,38,,,38,20,20,,,20,9,9,,,9,0,0,,,0,39,39,,0,39,12,12,,0,12,128,128,,0,128
,9.1.16,Child immunisation - Hepatitis-B3,TOTAL,4,4,,,4,12,12,,,12,10,10,,,10,7,7,,,7,0,0,,0,0,0,0,,0,0,37,37,,,37,26,26,,,26,12,12,,,12,19,19,,,19,48,48,,0,48,32,32,,0,32,207,207,,0,207
,9.1.17,Child immunisation - Inactivated Polio Vaccine 1 (IPV 1),TOTAL,512,512,,0,512,528,528,,0,528,525,525,,0,525,655,655,,0,655,788,788,,7,781,714,714,,10,704,897,897,,64,833,824,824,,84,740,807,807,,56,751,883,883,,48,835,756,756,,51,705,943,943,,81,862,8832,8832,,401,8431
,9.1.18,Child immunisation - Inactivated Polio Vaccine 2 (IPV 2),TOTAL,447,447,,0,447,496,496,,0,496,517,517,,0,517,614,614,,0,614,716,716,,9,707,628,628,,13,615,674,674,,60,614,738,738,,61,677,855,855,,58,797,828,828,,48,780,789,789,,57,732,935,935,,86,849,8237,8237,,392,7845
,9.1.19,Child immunisation - Rotavirus 1,TOTAL,22,22,,,22,11,11,,,11,21,21,,,21,31,31,,,31,14,14,,0,14,7,7,,0,7,13,13,,,13,6,6,,,6,21,21,,,21,0,0,,,0,0,0,,0,0,3,3,,0,3,149,149,,0,149
,9.1.20,Child immunisation - Rotavirus 2,TOTAL,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,9.1.21,Child immunisation - Rotavirus 3,TOTAL,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,9.2.1,Child immunisation (9-11months) - Measles & Rubella (MR)- 1st Dose,TOTAL,11,11,,,11,15,15,,,15,25,25,,,25,85,85,,,85,132,132,,0,132,378,378,,0,378,166,166,,56,110,247,247,,78,169,366,366,,57,309,481,481,,65,416,460,460,,98,362,631,631,,77,554,2997,2997,,431,2566
,9.2.2,Child immunisation (9-11months) - Measles 1st dose,TOTAL,857,857,,86,771,707,707,,66,641,831,831,,75,756,813,813,,45,768,591,591,,6,585,274,274,,7,267,392,392,,7,385,603,603,,3,600,435,435,,9,426,489,489,,7,482,361,361,,31,330,355,355,,70,285,6708,6708,,412,6296
,9.2.3,Child immunisation (9-11months) - JE 1st dose,TOTAL,789,789,,8,781,666,666,,66,600,768,768,,75,693,749,749,,32,717,653,653,,7,646,448,448,,8,440,522,522,,56,466,721,721,,78,643,716,716,,81,635,800,800,,72,728,749,749,,128,621,784,784,,77,707,8365,8365,,688,7677
,9.2.4.a,Children aged between 9 and 11 months fully immunized- Male,TOTAL,495,495,,193,302,523,523,,187,336,485,485,,126,359,671,671,,173,498,254,254,,2,252,303,303,,4,299,280,280,,90,190,346,346,,78,268,359,359,,58,301,359,359,,46,313,426,426,,126,300,436,436,,101,335,4937,4937,,1184,3753
,9.2.4.b,Children aged between 9 and 11 months fully immunized - Female,TOTAL,495,495,,200,295,482,482,,187,295,473,473,,128,345,628,628,,171,457,189,189,,0,189,261,261,,3,258,255,255,,105,150,385,385,,81,304,334,334,,62,272,319,319,,56,263,404,404,,121,283,386,386,,120,266,4611,4611,,1234,3377
,9.3.1,Child immunisation - Measles & Rubella (MR)- 1st Dose,TOTAL,5,5,,,5,2,2,,,2,12,12,,,12,16,16,,,16,102,102,,0,102,1110,1110,,0,1110,51,51,,23,28,50,50,,0,50,75,75,,25,50,91,91,,28,63,103,103,,7,96,85,85,,0,85,1702,1702,,83,1619
,9.3.2,Child immunisation - Measles-1st dose,TOTAL,131,131,,,131,121,121,,,121,125,125,,,125,247,247,,,247,128,128,,0,128,91,91,,0,91,129,129,,7,122,229,229,,0,229,176,176,,0,176,77,77,,,77,149,149,,0,149,89,89,,0,89,1692,1692,,7,1685
,9.3.3,Child immunisation - JE 1st dose,TOTAL,421,421,,234,187,224,224,,9,215,328,328,,27,301,311,311,,22,289,123,123,,0,123,124,124,,3,121,227,227,,25,202,265,265,,8,257,265,265,,48,217,195,195,,28,167,274,274,,39,235,158,158,,0,158,2915,2915,,443,2472
,9.4.1,Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months),TOTAL,21,21,,,21,31,31,,,31,14,14,,,14,13,13,,,13,133,133,,0,133,303,303,,0,303,63,63,,,63,113,113,,7,106,274,274,,,274,202,202,,20,182,300,300,,40,260,378,378,,5,373,1845,1845,,72,1773
,9.4.2,Child immunisation - Measles 2nd dose (More than 16 months),TOTAL,746,746,,89,657,600,600,,36,564,629,629,,68,561,436,436,,14,422,422,422,,6,416,254,254,,5,249,332,332,,36,296,523,523,,61,462,394,394,,34,360,537,537,,43,494,305,305,,7,298,270,270,,0,270,5448,5448,,399,5049
,9.4.3,Child immunisation - DPT 1st Booster,TOTAL,1105,1105,,87,1018,860,860,,73,787,879,879,,75,804,584,584,,14,570,687,687,,7,680,424,424,,5,419,790,790,,71,719,767,767,,79,688,929,929,,63,866,851,851,,68,783,785,785,,73,712,813,813,,70,743,9474,9474,,685,8789
,9.4.4,Child immunisation - OPV Booster,TOTAL,1063,1063,,87,976,832,832,,73,759,879,879,,75,804,600,600,,14,586,652,652,,7,645,405,405,,5,400,771,771,,71,700,693,693,,79,614,899,899,,63,836,817,817,,68,749,770,770,,73,697,818,818,,70,748,9199,9199,,685,8514
,9.4.5,"Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine",TOTAL,20,20,,,20,21,21,,,21,12,12,,,12,49,49,,,49,26,26,,0,26,26,26,,0,26,76,76,,,76,92,92,,7,85,39,39,,,39,78,78,,,78,72,72,,7,65,121,121,,38,83,632,632,,52,580
,9.4.6,Number of children more than 16 months of age who received Japanese Encephalitis (JE) vaccine,TOTAL,467,467,,0,467,466,466,,0,466,401,401,,0,401,301,301,,0,301,359,359,,7,352,294,294,,5,289,366,366,,16,350,450,450,,64,386,548,548,,74,474,442,442,,34,408,318,318,,12,306,524,524,,70,454,4936,4936,,282,4654
,9.5.1,Child immunisation - Typhoid,TOTAL,14,14,,,14,7,7,,,7,7,7,,,7,25,25,,,25,8,8,,0,8,13,13,,0,13,37,37,,,37,19,19,,,19,87,87,,,87,4,4,,,4,18,18,,0,18,33,33,,0,33,272,272,,0,272
,9.5.2,Children more than 5 years received DPT5 (2nd Booster),TOTAL,835,835,,73,762,760,760,,65,695,789,789,,70,719,561,561,,6,555,496,496,,11,485,740,740,,12,728,797,797,,64,733,800,800,,74,726,1087,1087,,65,1022,1011,1011,,60,951,860,860,,75,785,945,945,,71,874,9681,9681,,646,9035
,9.5.3,Children more than 10 years received TT10,TOTAL,758,758,,64,694,788,788,,65,723,848,848,,68,780,810,810,,59,751,708,708,,13,695,653,653,,15,638,818,818,,62,756,1178,1178,,65,1113,906,906,,61,845,1005,1005,,57,948,892,892,,73,819,978,978,,62,916,10342,10342,,664,9678
,9.5.4,Children more than 16 years received TT16,TOTAL,676,676,,61,615,726,726,,60,666,715,715,,61,654,738,738,,62,676,590,590,,13,577,658,658,,10,648,749,749,,58,691,1062,1062,,67,995,1032,1032,,52,980,957,957,,56,901,801,801,,71,730,941,941,,70,871,9645,9645,,641,9004
,9.6.1,Number of cases of AEFI - Abscess,TOTAL,0,0,,,0,4,4,,,4,0,0,,,0,0,0,,,0,0,0,,0,0,0,0,,0,0,6,6,,,6,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,0,0,0,0,,0,0,10,10,,0,10
,9.6.2,Number of cases of AEFI - Death,TOTAL,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,9.6.3,Number of cases of AEFI - Others,TOTAL,0,0,,,0,0,0,,,0,7,7,,,7,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,0,0,0,0,,0,0,7,7,,0,7
,9.7.1,Immunisation sessions planned,TOTAL,919,919,,8,911,916,916,,8,908,925,925,,8,917,840,840,,8,832,864,864,,13,851,914,914,,18,896,961,961,,24,937,999,999,,32,967,860,860,,32,828,914,914,,32,882,866,866,,22,844,813,813,,8,805,10791,10791,,213,10578
,9.7.2,Immunisation sessions held,TOTAL,907,907,,8,899,918,918,,8,910,919,919,,8,911,839,839,,8,831,850,850,,13,837,920,920,,16,904,947,947,,24,923,1008,1008,,31,977,873,873,,32,841,885,885,,32,853,869,869,,22,847,865,865,,20,845,10800,10800,,222,10578
,9.7.3,Number of Immunisation sessions where ASHAs were present,TOTAL,772,772,,8,764,902,902,,8,894,842,842,,7,835,726,726,,7,719,709,709,,8,701,853,853,,18,835,820,820,,35,785,935,935,,57,878,736,736,,50,686,721,721,,50,671,721,721,,21,700,728,728,,19,709,9465,9465,,288,9177
,9.8.1,Child immunisation - Vitamin A Dose - 1,TOTAL,568,568,,8,560,486,486,,4,482,617,617,,0,617,600,600,,0,600,430,430,,3,427,413,413,,7,406,569,569,,58,511,707,707,,68,639,856,856,,69,787,736,736,,63,673,738,738,,70,668,645,645,,15,630,7365,7365,,365,7000
,9.8.2,Child immunisation - Vitamin A Dose - 5,TOTAL,606,606,,3,603,592,592,,2,590,580,580,,0,580,498,498,,0,498,493,493,,5,488,503,503,,3,500,520,520,,66,454,944,944,,216,728,650,650,,52,598,658,658,,47,611,568,568,,38,530,551,551,,12,539,7163,7163,,444,6719
